Période;ID client;AGE;situation familiale;date entrée en relation LCL;capacité juridique;régime matrimonial;Nombre d'enfants;Age enfant 1;Age enfant 2;Age enfant 3;Age enfant 4;Age enfant 5;CSP
AOUT;68-7B-B7-DB;37;Marié(e);12/01/2022;Capable;0;0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;68-7B-B7-DB;37;Marié(e);12/01/2022;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;68-7F-A5-E7;41;Célibataire;23/05/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;68-B4-C3-BA;70;Marié(e);02/03/2018;Capable;Régime de droit étranger;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;68-BF-56-FE;28;Célibataire;23/11/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;OUVRIERS
AOUT;68-C0-47-6E;27;Célibataire;22/11/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;COMMERCANT ET ASSIMILE
AOUT;68-CB-6E-77;9;Célibataire;20/10/2016;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;68-D7-0E-97;8;Célibataire;21/03/2016;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;68-DD-77-FE;38;Célibataire;03/12/2002;Capable;Pas de régime (non marié);1;1;0;0;0;0;CADRE D'ENTREPRISE
AOUT;68-FD-88-29;38;Marié(e);31/08/2020;Capable;Communauté réduite aux acquets;1;3;0;0;0;0;CADRE D'ENTREPRISE
AOUT;68-FD-88-29;38;Marié(e);31/08/2020;Capable;Pas de régime (non marié);1;3;0;0;0;0;CADRE D'ENTREPRISE
AOUT;69-13-68-E6;34;Célibataire;17/02/2017;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;69-13-68-E6;34;Célibataire;17/02/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;69-2B-C9-15;66;Marié(e);08/03/1989;Capable;Communauté réduite aux acquets;3;35;33;27;0;0;CHERCHEUR FCT PUBLIQUE
AOUT;69-33-A1-6C;4;Célibataire;02/02/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;69-49-F6-9B;19;Célibataire;19/05/2006;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;69-49-F6-9B;19;Célibataire;19/05/2006;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;69-57-72-11;52;Marié(e);02/11/2021;Capable;0;0;0;0;0;0;0;NOTAIRE
AOUT;69-57-72-11;52;Marié(e);02/11/2021;Capable;Régime de droit étranger;0;0;0;0;0;0;NOTAIRE
AOUT;69-8F-FC-75;55;Marié(e);21/05/2018;Capable;Communauté réduite aux acquets;2;20;18;0;0;0;CADRE D'ENTREPRISE
AOUT;69-A3-E0-5C;44;Célibataire;31/01/2010;Capable;Pas de régime (non marié);2;12;9;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;69-B8-41-59;15;Célibataire;06/02/2012;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;69-B8-C9-DF;39;Célibataire;26/04/2020;Protégé;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;69-CF-21-92;83;Divorcé(e);15/11/1982;Capable;Pas de régime (non marié);2;54;47;0;0;0;RETRAITE (SANS PRECISION)
AOUT;69-D2-82-58;14;Célibataire;05/05/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;69-DB-4E-C6;4;Célibataire;08/07/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;69-F6-16-8B;74;Divorcé(e);01/01/1977;Capable;Pas de régime (non marié);4;52;50;45;41;0;RETRAITE (SANS PRECISION)
AOUT;6A-12-41-83;44;Célibataire;03/05/2000;Capable;0;3;13;9;6;0;0;PROFESSEUR ET ASSIMILE
AOUT;6A-12-41-83;44;Célibataire;03/05/2000;Capable;Pas de régime (non marié);3;13;9;6;0;0;PROFESSEUR ET ASSIMILE
AOUT;6A-1C-6E-CF;28;Célibataire;25/11/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;OUVRIERS
AOUT;6A-1D-9D-87;10;Célibataire;23/06/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-24-C8-48;59;Célibataire;25/02/2021;Capable;0;0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6A-24-C8-48;59;Célibataire;25/02/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6A-44-13-9A;22;Célibataire;18/11/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-50-59-12;21;Célibataire;23/08/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-52-EA-0E;26;Célibataire;13/05/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-64-BE-4C;47;Marié(e);05/05/2016;Capable;Régime légal à compter du 01/02/1966;2;14;10;0;0;0;OUVRIERS
AOUT;6A-65-99-E2;35;Célibataire;08/08/2013;Capable;Pas de régime (non marié);1;1;0;0;0;0;CADRE D'ENTREPRISE
AOUT;6A-A0-D7-72;60;Marié(e);04/09/2007;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;OUVRIERS
AOUT;6A-B7-61-0C;36;Célibataire;24/10/2016;Capable;Pas de régime (non marié);1;7;0;0;0;0;CADRE D'ENTREPRISE
AOUT;6A-B7-61-0C;36;Célibataire;24/10/2016;Capable;Régime de droit étranger;1;7;0;0;0;0;CADRE D'ENTREPRISE
AOUT;6A-C1-66-17;39;Célibataire;23/09/2004;Capable;Pas de régime (non marié);2;9;4;0;0;0;EMPLOYE DE COMMERCE
AOUT;6A-CA-32-25;45;Marié(e);02/05/2011;Capable;Communauté réduite aux acquets;2;9;7;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6A-D4-DF-D3;22;Célibataire;17/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-E8-B0-58;7;Célibataire;30/10/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6A-EA-04-E9;27;Célibataire;02/09/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6B-1B-DA-EE;7;Célibataire;23/09/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6B-1F-26-36;42;Marié(e);16/09/2005;Capable;Régime de droit étranger;2;21;16;0;0;0;OUVRIERS
AOUT;6B-22-2F-AF;49;Célibataire;26/02/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;COMMERCANT ET ASSIMILE
AOUT;6B-25-EB-29;35;Célibataire;30/06/2005;Capable;Pas de régime (non marié);1;1;0;0;0;0;COMMERCANT ET ASSIMILE
AOUT;6B-39-19-55;32;Célibataire;23/09/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6B-76-3A-F6;17;Célibataire;04/02/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6B-80-71-C7;73;Divorcé(e);25/10/2016;Capable;Pas de régime (non marié);0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;6B-81-DB-C2;82;Veuf (veuve);05/01/1980;Capable;0;2;57;59;0;0;0;RETRAITE (SANS PRECISION)
AOUT;6B-81-DB-C2;82;Veuf (veuve);05/01/1980;Capable;Régime légal avant le 01/02/1966;2;57;59;0;0;0;RETRAITE (SANS PRECISION)
AOUT;6B-8B-47-73;41;Marié(e);03/11/2006;Capable;Communauté réduite aux acquets;3;15;13;11;0;0;EMPLOYE DE COMMERCE
AOUT;6B-93-3A-30;36;Marié(e);30/08/2006;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;6B-93-3A-30;36;Marié(e);30/08/2006;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;6B-98-85-FF;6;Célibataire;20/10/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6B-C5-AB-C2;34;Célibataire;05/10/2016;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6B-D0-01-72;50;Marié(e);04/05/2017;Capable;0;0;0;0;0;0;0;CHEF DE PETITE ENTREPRISE
AOUT;6B-D0-01-72;50;Marié(e);04/05/2017;Capable;Régime de droit étranger;0;0;0;0;0;0;CHEF DE PETITE ENTREPRISE
AOUT;6B-EB-86-79;18;Célibataire;08/10/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6B-FF-58-9D;21;Célibataire;03/09/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-1E-F2-7F;37;Célibataire;26/06/1991;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;6C-21-5C-CE;38;Célibataire;30/03/2021;Capable;0;0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6C-21-5C-CE;38;Célibataire;30/03/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6C-29-B2-23;24;Célibataire;22/05/2002;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;6C-29-B2-23;24;Célibataire;22/05/2002;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-63-E8-EE;4;Célibataire;21/12/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-71-87-3B;18;Célibataire;12/12/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-79-A6-0D;73;Marié(e);04/03/2002;Capable;0;0;0;0;0;0;0;SANS ACTIV. PROF. + 60 ANS
AOUT;6C-79-A6-0D;73;Marié(e);04/03/2002;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;SANS ACTIV. PROF. + 60 ANS
AOUT;6C-79-AC-5C;16;Célibataire;16/05/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-8B-59-6C;35;Célibataire;16/06/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;6C-B0-5D-4A;61;Divorcé(e);17/10/2002;Capable;Pas de régime (non marié);4;38;36;33;22;0;SANS ACTIV. PROF. - 60 ANS
AOUT;6C-B7-70-99;42;Célibataire;26/06/2009;Capable;Pas de régime (non marié);1;13;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6C-CC-0E-A3;21;Célibataire;16/07/2003;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;6C-CC-0E-A3;21;Célibataire;16/07/2003;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6C-D4-F0-08;46;Célibataire;29/03/2017;Capable;Pas de régime (non marié);2;9;7;0;0;0;CADRE D'ENTREPRISE
AOUT;6C-DB-EC-55;30;Célibataire;15/01/1998;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;6C-DE-CE-63;25;Célibataire;25/07/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6D-06-AD-E9;21;Célibataire;05/01/2003;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;6D-11-82-35;40;Célibataire;17/08/1992;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6D-21-CB-B9;23;Célibataire;17/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6D-24-BC-BD;14;Célibataire;24/07/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6D-2E-88-E6;17;Célibataire;10/02/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6D-37-D7-34;22;Célibataire;06/11/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6D-3F-24-C1;45;Marié(e);03/01/1997;Capable;0;0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;6D-3F-24-C1;45;Marié(e);03/01/1997;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;6D-4C-67-84;34;Célibataire;16/09/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6D-6A-E1-ED;54;Marié(e);03/06/2005;Capable;Communauté réduite aux acquets;1;18;0;0;0;0;OUVRIERS
AOUT;6D-86-11-30;17;Célibataire;10/11/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;6D-CB-4E-36;9;Célibataire;19/07/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6D-F6-1B-C5;22;Célibataire;04/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6E-07-D5-57;27;Marié(e);04/10/2018;Capable;Communauté universelle;0;0;0;0;0;0;ETUDIANT FUTUR PROFESSION LIBERALE
AOUT;6E-22-EB-78;20;Célibataire;28/06/2012;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6E-29-D0-C2;42;Célibataire;29/05/2000;Capable;0;0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6E-29-D0-C2;42;Célibataire;29/05/2000;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6E-35-73-6F;66;Marié(e);05/10/1987;Capable;Communauté réduite aux acquets;3;18;16;13;0;0;ARTISAN REPARATIONS ET SERVICES
AOUT;6E-55-3C-3A;31;Célibataire;30/08/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6E-66-3B-36;50;Marié(e);26/06/2002;Capable;Régime légal à compter du 01/02/1966;1;24;0;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;6E-74-95-52;43;Célibataire;07/09/2000;Capable;0;0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6E-74-95-52;43;Célibataire;07/09/2000;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;6E-9C-CC-A0;43;Célibataire;09/09/2009;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;6E-C0-75-8E;50;Marié(e);25/04/2011;Capable;Régime légal à compter du 01/02/1966;1;21;0;0;0;0;OUVRIERS
AOUT;6E-E5-FA-7C;43;Marié(e);19/06/2013;Capable;Communauté réduite aux acquets;1;14;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;6E-EB-34-59;49;Célibataire;18/03/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;PROF. INTER. DE LA FCT PUBLIQUE
AOUT;6E-F2-A1-33;23;Célibataire;29/12/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6E-FD-89-BB;18;Célibataire;11/06/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-40-B3-2C;9;Célibataire;21/07/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-4E-CF-8A;59;Divorcé(e);14/02/2007;Capable;0;4;18;23;24;26;0;SANS ACTIV. PROF. - 60 ANS
AOUT;6F-4E-CF-8A;59;Divorcé(e);14/02/2007;Capable;Communauté de meubles et d'acquets;4;18;23;24;26;0;SANS ACTIV. PROF. - 60 ANS
AOUT;6F-5C-EA-DE;22;Célibataire;27/06/2006;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE FCT PUBLIQUE
AOUT;6F-70-0C-42;57;Marié(e);01/09/1992;Capable;Communauté réduite aux acquets;1;19;0;0;0;0;PROF. INTER. DES ENTREPRISES
AOUT;6F-99-75-EB;32;Célibataire;03/09/2012;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT AUTRE QUE 8401 ET 8402
AOUT;6F-99-7C-23;59;Marié(e);01/01/1986;Capable;Communauté réduite aux acquets;2;29;23;0;0;0;PROF. INTER. DE LA FCT PUBLIQUE
AOUT;6F-A1-B3-43;55;Divorcé(e);04/06/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE FCT PUBLIQUE
AOUT;6F-A7-04-1F;85;Célibataire;01/01/1980;Capable;Pas de régime (non marié);0;0;0;0;0;0;ANCIEN ARTIS. COMMER. CHEF D'ENTR
AOUT;6F-AB-E3-F4;12;Célibataire;12/04/2012;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-B0-14-74;24;Célibataire;05/09/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;6F-C0-34-1E;21;Célibataire;09/11/2009;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-D9-A9-93;16;Célibataire;07/11/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-E6-A6-84;2;Célibataire;07/12/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;6F-EE-7F-10;24;Célibataire;24/10/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;OUVRIERS
AOUT;70-01-EB-98;33;Célibataire;04/08/2021;Capable;Pas de régime (non marié);1;10;0;0;0;0;OUVRIERS
AOUT;70-12-7A-FF;17;Célibataire;25/11/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;70-3D-5D-F8;6;Célibataire;16/11/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;70-4A-B5-5D;12;Célibataire;02/09/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;70-5D-AF-30;43;Marié(e);16/04/2018;Capable;Communauté de meubles et d'acquets;3;10;7;6;0;0;COMMERCANT ET ASSIMILE
AOUT;70-76-EB-78;17;Célibataire;14/12/2006;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;70-88-4D-AC;42;Célibataire;07/01/2014;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;70-B1-97-4C;43;Marié(e);10/06/2013;Capable;Régime de droit étranger;0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;70-D2-C5-96;19;Célibataire;18/03/2005;Capable;0;0;0;0;0;0;0;ELEVE
AOUT;70-D2-C5-96;19;Célibataire;18/03/2005;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;70-D8-6B-80;22;Célibataire;12/08/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;70-E1-D7-06;31;Célibataire;15/03/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;70-F9-60-29;67;Marié(e);09/07/1991;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;71-06-5C-BA;90;Divorcé(e);22/08/1976;Capable;Pas de régime (non marié);0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;71-13-D0-92;5;Célibataire;04/01/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-17-FE-AA;38;Marié(e);18/01/2016;Capable;0;1;1;0;0;0;0;CADRE D'ENTREPRISE
AOUT;71-17-FE-AA;38;Marié(e);18/01/2016;Capable;Pas de régime (non marié);1;1;0;0;0;0;CADRE D'ENTREPRISE
AOUT;71-19-A2-0E;17;Célibataire;08/06/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-1A-42-35;25;Célibataire;15/11/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-1F-EE-C8;26;Célibataire;03/11/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;71-24-FB-29;23;Célibataire;01/09/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;71-31-D9-2E;31;Célibataire;07/10/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-36-A1-AF;24;Célibataire;13/05/2010;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;71-5E-C7-3B;34;Célibataire;24/07/2006;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE FCT PUBLIQUE
AOUT;71-87-2B-93;82;Divorcé(e);01/01/1982;Capable;Pas de régime (non marié);3;58;56;53;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;71-A2-74-E5;18;Célibataire;02/01/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-AE-B6-01;18;Célibataire;27/01/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;71-AE-D5-71;28;Célibataire;20/08/2018;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;71-B3-73-F8;16;Célibataire;13/12/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-B8-68-7F;13;Célibataire;26/12/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-BD-3D-8F;17;Célibataire;21/10/2007;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;71-C3-A8-BD;37;Célibataire;29/11/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;71-D1-EE-05;20;Célibataire;28/09/2021;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;71-D7-EA-A5;87;Divorcé(e);01/01/1977;Capable;Pas de régime (non marié);0;0;0;0;0;0;ANCIEN EMPLOYE OUVRIER
AOUT;72-09-0C-35;44;Marié(e);30/10/1998;Capable;Pas de régime (non marié);2;11;9;0;0;0;OUVRIERS
AOUT;72-09-0C-35;44;Marié(e);30/10/1998;Capable;Séparation de biens;2;11;9;0;0;0;OUVRIERS
AOUT;72-0C-DB-CD;30;Célibataire;26/08/2013;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-12-C2-50;34;Célibataire;20/02/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;CADRE D'ENTREPRISE
AOUT;72-28-C0-1C;49;Divorcé(e);27/11/2013;Capable;0;3;11;7;6;0;0;EMPLOYE FCT PUBLIQUE
AOUT;72-28-C0-1C;49;Divorcé(e);27/11/2013;Capable;Communauté réduite aux acquets;3;11;7;6;0;0;EMPLOYE FCT PUBLIQUE
AOUT;72-28-C0-1C;49;Divorcé(e);27/11/2013;Capable;Pas de régime (non marié);3;11;7;6;0;0;EMPLOYE FCT PUBLIQUE
AOUT;72-3A-B5-2E;7;Célibataire;19/01/2022;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-66-35-EF;34;Célibataire;17/04/2008;Capable;Pas de régime (non marié);0;0;0;0;0;0;EMPLOYE DE COMMERCE
AOUT;72-74-E4-AD;26;Célibataire;18/08/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;72-76-00-0D;92;Marié(e);01/01/1989;Capable;Communauté réduite aux acquets;0;0;0;0;0;0;RETRAITE (SANS PRECISION)
AOUT;72-78-81-52;61;Marié(e);10/08/1983;Capable;0;1;17;0;0;0;0;PROF. INTER. SANTE ET TRAV. SOCIAL
AOUT;72-78-81-52;61;Marié(e);10/08/1983;Capable;Communauté réduite aux acquets;1;17;0;0;0;0;PROF. INTER. SANTE ET TRAV. SOCIAL
AOUT;72-81-4E-33;62;Divorcé(e);01/03/2002;Capable;0;1;24;0;0;0;0;CADRE D'ENTREPRISE
AOUT;72-81-4E-33;62;Divorcé(e);01/03/2002;Capable;Pas de régime (non marié);1;24;0;0;0;0;CADRE D'ENTREPRISE
AOUT;72-87-C3-88;18;Célibataire;16/10/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-92-D2-DE;83;Veuf (veuve);01/01/1975;Capable;0;2;54;50;0;0;0;RETRAITE (SANS PRECISION)
AOUT;72-92-D2-DE;83;Veuf (veuve);01/01/1975;Capable;Pas de régime (non marié);2;54;50;0;0;0;RETRAITE (SANS PRECISION)
AOUT;72-92-D2-DE;83;Veuf (veuve);01/01/1975;Capable;Régime légal à compter du 01/02/1966;2;54;50;0;0;0;RETRAITE (SANS PRECISION)
AOUT;72-92-DD-D5;25;Célibataire;08/06/2001;Capable;0;0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;72-92-DD-D5;25;Célibataire;08/06/2001;Capable;Pas de régime (non marié);0;0;0;0;0;0;ETUDIANT GRANDES ECOLES
AOUT;72-C4-03-6C;29;Célibataire;03/12/2019;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-E1-15-BF;13;Célibataire;22/09/2011;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-F2-5D-54;9;Célibataire;12/03/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;72-FD-80-3C;56;Marié(e);30/01/2006;Capable;Régime de droit étranger;2;23;31;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;72-FD-80-3C;56;Marié(e);30/01/2006;Capable;Régime légal à compter du 01/02/1966;2;23;31;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;73-19-3A-09;47;Célibataire;05/04/2017;Capable;Pas de régime (non marié);0;0;0;0;0;0;SANS ACTIV. PROF. - 60 ANS
AOUT;73-3F-44-68;39;Marié(e);29/06/2011;Capable;Pas de régime (non marié);2;9;5;0;0;0;OUVRIERS
AOUT;73-3F-44-68;39;Marié(e);29/06/2011;Capable;Régime légal à compter du 01/02/1966;2;9;5;0;0;0;OUVRIERS
AOUT;73-3F-E0-EA;45;Marié(e);03/07/2008;Capable;0;3;15;12;12;0;0;EMPLOYE FCT PUBLIQUE
AOUT;73-3F-E0-EA;45;Marié(e);03/07/2008;Capable;Communauté réduite aux acquets;3;15;12;12;0;0;EMPLOYE FCT PUBLIQUE
AOUT;73-41-93-42;4;Célibataire;24/03/2020;Capable;Pas de régime (non marié);0;0;0;0;0;0;ELEVE
AOUT;73-59-EB-4B;35;Célibataire;17/05/2015;Capable;Pas de régime (non marié);0;0;0;0;0;0;TECHNIC. CONTREMAIT. AGT MAITRISE
AOUT;73-66-3C-AF;72;Marié(e);18/03/1980;Capable;Régime légal à compter du 01/02/1966;0;0;0;0;0;0;EMPLOYE ADM. DES ENTREPRISES
AOUT;73-67-A7-CD;36;Célibataire;11/04/2011;Capable;Pas de régime (non marié);0;0;0;0;0;0;CHEF DE PETITE ENTREPRISE
AOUT;73-88-16-63;63;Marié(e);08/12/2000;Capable;0;3;23;20;26;0;0;PERS. DES SERV. DIRECTS AUX PARTICUL
AOUT;73-88-16-63;63;Marié(e);08/12/2000;Capable;Communauté réduite aux acquets;3;23;20;26;0;0;PERS. DES SERV. DIRECTS AUX PARTICUL
